"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"4/9/2026","4/9/2026","4/10/2026","QQQ","QQQ 4/9/2026 Put $604.00","STC","3","$0.82","$245.86"
"4/9/2026","4/9/2026","4/10/2026","QQQ","QQQ 4/9/2026 Call $608.00","BTO","1","$0.53","($53.04)"
"4/9/2026","4/9/2026","4/10/2026","QQQ","QQQ 4/9/2026 Call $607.00","STC","3","$0.86","$257.86"
"4/9/2026","4/9/2026","4/10/2026","QQQ","QQQ 4/9/2026 Put $604.00","BTO","3","$1.23","($369.12)"
"4/9/2026","4/9/2026","4/10/2026","QQQ","QQQ 4/9/2026 Call $607.00","BTO","1","$1.22","($122.04)"
"4/9/2026","4/9/2026","4/10/2026","QQQ","QQQ 4/9/2026 Call $607.00","BTO","1","$1.22","($122.04)"
"4/9/2026","4/9/2026","4/10/2026","QQQ","QQQ 4/9/2026 Call $607.00","BTO","1","$1.22","($122.04)"
"4/9/2026","4/9/2026","4/10/2026","QQQ","QQQ 4/9/2026 Call $607.00","STC","1","$1.13","$112.94"
"4/9/2026","4/9/2026","4/9/2026","","External debit card transfer - account ending in 5447","DCF","","","($24.00)"
"4/9/2026","4/9/2026","4/9/2026","","External debit card transfer - withdrawal fee","DCF","","","($1.00)"
"4/8/2026","4/8/2026","4/8/2026","","ACH REVERSAL","ACH","","","($230.00)"
"4/8/2026","4/8/2026","4/8/2026","","ACH REVERSAL","ACH","","","($90.00)"
"4/8/2026","4/8/2026","4/8/2026","","ACH REVERSAL","ACH","","","($156.66)"
"4/8/2026","4/8/2026","4/8/2026","","ACH REVERSAL","ACH","","","($80.00)"
"4/8/2026","4/8/2026","4/8/2026","","ACH REVERSAL","ACH","","","($150.00)"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/9/2026 Put $587.00","STC","1","$0.11","$10.94"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/9/2026 Put $587.00","BTO","1","$0.16","($16.04)"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/9/2026 Call $607.00","BTO","1","$1.55","($155.04)"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Put $604.00","STC","1","$0.42","$41.94"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Call $604.00","STC","1","$0.44","$43.94"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Put $604.00","BTO","1","$0.62","($62.04)"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Put $603.00","STC","1","$0.28","$27.94"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Put $603.00","BTO","1","$0.32","($32.04)"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Put $605.00","STC","1","$1.50","$149.94"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Call $604.00","BTO","1","$0.46","($46.04)"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Put $605.00","BTO","1","$1.39","($139.04)"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Call $604.00","STC","1","$0.74","$73.94"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Put $603.00","STC","1","$0.49","$48.94"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Call $604.00","BTO","1","$0.66","($66.04)"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Put $603.00","BTO","1","$0.89","($89.04)"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Put $605.00","STC","1","$2.30","$229.94"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Call $607.00","STC","1","$0.10","$9.94"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Call $607.00","BTO","1","$0.38","($38.04)"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Put $605.00","STC","1","$0.80","$79.94"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Call $608.00","STC","3","$0.23","$68.86"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Call $608.00","BTO","1","$0.40","($40.04)"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Call $608.00","BTO","1","$0.40","($40.04)"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Call $608.00","BTO","1","$0.41","($41.04)"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Put $605.00","BTO","2","$0.73","($146.08)"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Call $607.00","STC","1","$1.33","$132.94"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Call $606.00","STC","1","$1.73","$172.94"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Call $607.00","STC","1","$0.81","$80.94"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Call $606.00","BTO","1","$1.27","($127.04)"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Put $605.00","STC","1","$1.20","$119.94"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Call $607.00","BTO","1","$0.55","($55.04)"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Call $607.00","BTO","1","$0.55","($55.04)"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Put $605.00","BTO","1","$1.78","($178.04)"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Call $605.00","STC","1","$1.10","$109.94"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Put $604.00","STC","2","$1.33","$265.90"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Put $604.00","BTO","2","$1.46","($292.08)"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Put $604.00","STC","1","$1.40","$139.94"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Call $605.00","BTO","1","$1.17","($117.04)"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Put $604.00","STC","1","$2.24","$223.94"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Put $604.00","STC","1","$1.81","$180.94"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Call $608.00","STC","1","$0.24","$23.94"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Call $608.00","BTO","1","$0.48","($48.04)"
"4/8/2026","4/8/2026","4/9/2026","QQQ","QQQ 4/8/2026 Put $604.00","BTO","3","$1.46","($438.12)"
"4/8/2026","4/8/2026","4/8/2026","","External debit card transfer - account ending in 5447","DCF","","","($29.00)"
"4/8/2026","4/8/2026","4/8/2026","","External debit card transfer - withdrawal fee","DCF","","","($1.00)"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Call $593.00","STC","1","$0.09","$8.94"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Call $587.00","STC","1","$0.17","$16.94"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Call $587.00","BTO","1","$0.25","($25.04)"
"4/7/2026","4/7/2026","4/8/2026","","ACH Deposit","ACH","","","$31.06"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Put $580.00","STC","1","$0.14","$13.94"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Put $580.00","BTO","1","$0.41","($41.04)"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Put $583.00","STC","1","$1.54","$153.94"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Put $584.00","STC","1","$2.40","$239.94"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Put $583.00","BTO","1","$0.70","($70.04)"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Call $586.00","STC","1","$0.34","$33.94"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Put $584.00","BTO","1","$0.81","($81.04)"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Call $586.00","BTO","1","$0.69","($69.04)"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Put $584.00","STC","2","$0.72","$143.90"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Put $584.00","BTO","2","$0.84","($168.08)"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Call $585.00","STC","2","$1.07","$213.90"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Call $585.00","BTO","2","$0.99","($198.08)"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Call $586.00","STC","1","$0.88","$87.94"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Call $586.00","BTO","1","$1.07","($107.04)"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Put $585.00","STC","1","$0.95","$94.94"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Call $586.00","STC","1","$1.00","$99.94"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Put $585.00","BTO","1","$1.07","($107.04)"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Call $586.00","BTO","1","$1.86","($186.04)"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Put $582.00","STC","2","$0.27","$53.90"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Put $585.00","STC","1","$0.95","$94.94"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Put $582.00","BTO","2","$0.56","($112.08)"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Call $588.00","STC","1","$0.38","$37.94"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Call $588.00","BTO","1","$0.51","($51.04)"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Put $585.00","BTO","1","$1.57","($157.04)"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Call $585.00","STC","1","$1.56","$155.94"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Call $585.00","BTO","1","$1.69","($169.04)"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Call $583.00","STC","1","$2.87","$286.94"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Call $583.00","BTO","1","$1.34","($134.04)"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Put $580.00","STC","1","$1.35","$134.94"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Put $580.00","BTO","1","$1.60","($160.04)"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Put $583.00","STC","1","$3.65","$364.94"
"4/7/2026","4/7/2026","4/8/2026","QQQ","QQQ 4/7/2026 Put $583.00","BTO","1","$1.92","($192.04)"
"4/6/2026","4/6/2026","4/7/2026","QQQ","Option Expiration for QQQ 4/6/2026 Put $577.00","OEXP","1S","",""
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Put $583.00","STC","1","$0.02","$1.94"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Put $586.00","STC","2","$0.41","$81.90"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/7/2026 Put $577.00","STC","1","$0.63","$62.94"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/7/2026 Call $593.00","BTO","1","$0.74","($74.04)"
"4/6/2026","4/6/2026","4/7/2026","","ACH Deposit","ACH","","","$80.00"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Put $583.00","BTO","1","$0.22","($22.04)"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Put $586.00","BTO","1","$0.62","($62.04)"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Put $586.00","BTO","1","$0.62","($62.04)"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/7/2026 Call $592.00","STC","1","$1.08","$107.94"
"4/6/2026","4/6/2026","4/7/2026","","ACH Deposit","ACH","","","$150.00"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/7/2026 Call $592.00","BTO","1","$1.08","($108.04)"
"4/6/2026","4/6/2026","4/7/2026","","ACH Deposit","ACH","","","$90.00"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Call $592.00","STC","1","$0.07","$6.94"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/7/2026 Call $590.00","STC","1","$1.38","$137.94"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Call $588.00","STC","2","$0.56","$111.90"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/7/2026 Put $577.00","BTO","1","$0.70","($70.04)"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/7/2026 Call $590.00","BTO","1","$1.88","($188.04)"
"4/6/2026","4/6/2026","4/7/2026","","ACH Deposit","ACH","","","$230.00"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Put $583.00","STC","1","$0.25","$24.94"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Call $588.00","BTO","2","$0.83","($166.08)"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Put $582.00","STC","1","$0.26","$25.94"
"4/6/2026","4/6/2026","4/7/2026","","ACH Deposit","ACH","","","$156.66"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Call $587.00","STC","1","$1.20","$119.94"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Call $592.00","STC","4","$0.14","$55.82"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Put $582.00","BTO","1","$0.34","($34.04)"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Put $583.00","BTO","1","$0.47","($47.04)"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Put $582.00","STC","1","$0.33","$32.94"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Put $582.00","STC","1","$0.35","$34.94"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Put $582.00","BTO","2","$0.43","($86.08)"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Call $592.00","BTO","5","$0.17","($85.20)"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Put $586.00","STC","1","$1.20","$119.94"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Put $584.00","STC","1","$0.70","$69.94"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Call $587.00","BTO","1","$1.61","($161.04)"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Put $586.00","BTO","1","$1.53","($153.04)"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Call $589.00","STC","1","$0.76","$75.94"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Call $592.00","STC","3","$0.20","$59.86"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Put $584.00","BTO","1","$0.67","($67.04)"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Put $586.00","STC","1","$1.03","$102.94"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Call $592.00","BTO","3","$0.36","($108.12)"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Put $587.00","STC","1","$1.38","$137.94"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Put $587.00","BTO","1","$1.79","($179.04)"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Call $594.00","STC","4","$0.14","$55.82"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Call $590.00","STC","1","$0.69","$68.94"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Put $586.00","BTO","1","$0.98","($98.04)"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Call $589.00","BTO","1","$1.41","($141.04)"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Put $585.00","STC","1","$0.64","$63.94"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Call $594.00","BTO","3","$0.20","($60.12)"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Call $594.00","BTO","1","$0.20","($20.04)"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Put $584.00","STC","2","$0.62","$123.90"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Call $590.00","BTO","1","$0.83","($83.04)"
"4/6/2026","4/6/2026","4/6/2026","","External debit card transfer - withdrawal fee","DCF","","","($1.00)"
"4/6/2026","4/6/2026","4/6/2026","","External debit card transfer - account ending in 5447","DCF","","","($49.00)"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Put $584.00","BTO","2","$0.98","($196.08)"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Call $589.00","STC","1","$1.24","$123.94"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Put $585.00","BTO","1","$0.81","($81.04)"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Call $589.00","BTO","1","$2.12","($212.04)"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Call $589.00","STC","1","$1.83","$182.94"
"4/6/2026","4/6/2026","4/7/2026","QQQ","QQQ 4/6/2026 Call $589.00","BTO","1","$2.31","($231.04)"
"4/6/2026","4/6/2026","4/6/2026","","External debit card transfer - account ending in 5447","DCF","","","($24.00)"
"4/6/2026","4/6/2026","4/6/2026","","External debit card transfer - withdrawal fee","DCF","","","($1.00)"
"4/6/2026","4/6/2026","4/6/2026","","ACH REVERSAL","ACH","","","($99.08)"
"4/6/2026","4/6/2026","4/6/2026","","ACH REVERSAL","ACH","","","($75.00)"
"4/6/2026","4/6/2026","4/6/2026","","ACH REVERSAL","ACH","","","($90.00)"
"4/6/2026","4/6/2026","4/6/2026","","ACH REVERSAL","ACH","","","($57.04)"
"4/2/2026","4/2/2026","4/6/2026","NEE","Option Expiration for NEE 4/2/2026 Call $99.00","OEXP","2S","",""
"4/2/2026","4/2/2026","4/2/2026","","ACH REVERSAL","ACH","","","($75.00)"
"4/2/2026","4/2/2026","4/2/2026","","ACH REVERSAL","ACH","","","($80.00)"
"4/2/2026","4/2/2026","4/2/2026","","ACH REVERSAL","ACH","","","($100.00)"
"4/2/2026","4/2/2026","4/2/2026","","ACH REVERSAL","ACH","","","($26.00)"
"4/2/2026","4/2/2026","4/2/2026","","ACH REVERSAL","ACH","","","($117.00)"
"4/2/2026","4/2/2026","4/6/2026","QQQ","QQQ 4/6/2026 Call $588.00","STC","1","$2.68","$267.95"
"4/2/2026","4/2/2026","4/6/2026","QQQ","QQQ 4/6/2026 Put $577.00","BTO","1","$1.92","($192.04)"
"4/2/2026","4/2/2026","4/6/2026","QQQ","QQQ 4/6/2026 Call $588.00","BTO","1","$2.73","($273.04)"
"4/2/2026","4/2/2026","4/6/2026","QQQ","QQQ 4/2/2026 Call $584.00","STC","1","$0.13","$12.95"
"4/2/2026","4/2/2026","4/6/2026","QQQ","QQQ 4/2/2026 Call $584.00","STC","2","$0.13","$25.91"
"4/2/2026","4/2/2026","4/6/2026","QQQ","QQQ 4/2/2026 Put $584.00","STC","2","$0.78","$155.91"
"4/2/2026","4/2/2026","4/6/2026","QQQ","QQQ 4/2/2026 Put $583.00","STC","1","$0.31","$30.95"
